bidder_id,outcome,nb0fCountry,nb0fIP,nb0fURL,nb0fDevice,nb0fAuction,nb0fBids,nb0fMerch,nb0fPayAcc,nb0fAdress,nb0fUniqueCountry,nb0fUniqueIP,nb0fUniqueURL,nb0fUniqueDevice,nb0fUniqueAuction,nb0fUniqueBids,nb0fUniqueMerch,nb0fUniquePayAcc,nb0fUniqueAdress,jewelry,furniture,home goods,mobile,sporting goods,office equipment,computers,books and music,clothing,auto parts,nb0fBidsOnSelf,meanBidsPerAuction,stdBidsPerAuction,meanBidsPerCountry,stdBidsPerCountry,meanBidsPerDevice,stdBidsPerDevice
1cd8d86911413c73e92ad1170cae68c3pocsn,0.0,17006,17006,17006,17006,17006,17006,17006,1,1,117,8926,11724,954,1210,17006,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.054545454545455,43.94660268451182,145.35042735042734,454.97302527541564,17.82599580712788,63.25576520269744
87aa94042390f9267d3b7d90e42b022ek5mbu,0.0,7,7,7,7,7,7,7,1,1,5,7,1,2,4,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.75,0.9574271077563381,1.4,0.8944271909999159,3.5,3.5355339059327378
bd2cf3a868d168425cf1bde7c49d40b9jq0xu,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
1e342381f2c64318a51a9b71d91897f8dv9ul,0.0,454,455,455,455,455,455,455,1,1,13,227,135,147,59,455,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.711864406779661,12.258777077244423,34.92307692307692,117.21523047970456,3.0952380952380953,3.8859305990977964
da6e2a5651b4f44fa3cff41cf9731ff8qc8fl,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
001068c415025a009fee375a12cff4fcnht8y,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
cf33d05860b7f7d9af73c6091190b81ektz1j,0.0,5461,5571,5571,5571,5571,5571,5571,1,1,121,2876,497,518,174,5571,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.01724137931034,385.68505936701257,45.13223140495868,176.33618186808016,10.754826254826256,67.5640231215992
9df0b0e5ca66460495931376045feb5fu4y7b,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
d9c6b6d7290e4475bcd6d264fb33a706fqtvc,0.0,1439,1452,1452,1452,1452,1452,1452,1,1,49,937,588,267,201,1452,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.223880597014926,62.63940155258238,29.367346938775512,98.30791208357184,5.438202247191011,9.490345378464983
9ded76c5244a2116a3b5432fa265a800j0bvt,0.0,68,72,72,72,72,72,72,1,1,7,65,20,45,16,72,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5,13.73559851869101,9.714285714285714,9.19627253681776,1.6,1.1560119533826785
cab0d4e41ea81636de3bd3a1800d8da8x4yca,0.0,113,113,113,113,113,113,113,1,1,6,71,64,52,52,113,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.173076923076923,1.3243000940364145,18.833333333333332,24.927227416354725,2.173076923076923,2.7491257351551446
53691811bd992911edb9f5f64f49d8f5luk1f,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
0cca10034c58287ee6fbec14a3f96c3546sdh,0.0,10,10,10,10,10,10,10,1,1,5,10,7,8,1,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,,2.0,1.7320508075688772,1.25,0.7071067811865476
827da66b68b225547050c11df16f845618ptk,0.0,7,7,7,7,7,7,7,1,1,2,7,3,6,6,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.408248290463863,3.5,3.5355339059327378,1.1666666666666667,0.408248290463863
1ae57d217b27820cabf6e24b721bfb38s6ja0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
7cb144485c703ac09fc73aa646041f72ogqwv,0.0,5,5,5,5,5,5,5,1,1,2,5,3,3,4,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,0.5,2.5,0.7071067811865476,1.6666666666666667,0.5773502691896257
577af9ccdc29dcacbbce0f36b7c1ff15btljp,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
21580623ea81c5b0b82aaf74890218e5mio2z,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
6531bde8d4decd9708ff4407ef95e887a26yi,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
ff58ffde976a4899dcd89597a7877e18lntgz,0.0,881,881,881,881,881,881,881,1,1,46,614,214,191,180,881,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.894444444444445,9.76740516208109,19.152173913043477,100.26032058625171,4.612565445026178,8.538867742928264
806a46eb814ec7a09bfffcf38b0763d344tc3,0.0,4,4,4,4,4,4,4,1,1,2,4,4,4,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,1.4142135623730951,1.0,0.0
20cb327bff59dc8f4fe1ac68a30f02eb6jrq6,0.0,13,13,13,13,13,13,13,1,1,3,13,4,11,10,13,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3,0.6749485577105528,4.333333333333333,4.163331998932266,1.1818181818181819,0.40451991747794536
f5a67722732675f6285b70b9f008665fq01bk,0.0,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,2.0,0.0
758bd601d6700494300ec1647682eb34vq1zp,0.0,14,14,14,14,14,14,14,1,1,5,14,3,10,12,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.3892494720807615,2.8,4.024922359499622,1.4,0.6992058987801011
80e753fbea14f966b1fc6d1e194d4e66822ms,0.0,226,226,226,226,226,226,226,1,1,3,177,70,66,49,226,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.612244897959184,8.159392150896341,75.33333333333333,127.02099563982851,3.4242424242424243,3.5908456516776797
d0231e5200b870c055db7e3daae24bc8lt7at,0.0,63,64,64,64,64,64,64,1,1,12,39,35,32,36,64,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7777777777777777,1.6407508927510877,5.25,7.021072179194182,2.0,2.5016123832698445
bff9a98b73f2b9a01300d3fd3d55b16b1190o,0.0,121,121,121,121,121,121,121,1,1,17,109,99,69,23,121,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.260869565217392,20.000494065043732,7.117647058823529,20.90120317392391,1.7536231884057971,1.6033585806917696
03244a553a252dcc3a3037f0371c8d33fmpd1,0.0,2,3,3,3,3,3,3,1,1,1,3,3,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
28c0d4c81a22958352aa742f7d74e477qwo51,0.0,20,20,20,20,20,20,20,1,1,4,20,11,15,13,20,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,0.8770580193070291,5.0,8.0,1.3333333333333333,0.6172133998483676
461dc3d03d1e28d52770a4d3dc7db34558fcg,0.0,93,93,93,93,93,93,93,1,1,15,87,1,2,48,93,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9375,2.644997285121078,6.2,7.123402076455965,46.5,62.932503525602726
d27221cf2bfaf0fa7a60ffd3e1e3a53efagvp,0.0,890,890,890,890,890,890,890,1,1,25,590,286,171,120,890,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.416666666666667,15.888573841332773,35.6,162.82173278363882,5.204678362573099,9.091636834867382
915ccac760c7359a446100fd1a54bbf6oyrzf,0.0,3341,3341,3341,3341,3341,3341,3341,1,1,57,1972,1436,475,396,3341,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.436868686868687,31.3101844439935,58.6140350877193,223.44548347463416,7.0336842105263155,16.962695546269323
60b8145bcfed7a5f2a23b596a8aff99cdzn4m,0.0,111,111,111,111,111,111,111,1,1,7,92,46,45,17,111,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.529411764705882,22.03156158519756,15.857142857142858,37.55630693340588,2.466666666666667,4.575627130390286
0e66933c924764a59760aaae5368e7d1e0s88,0.0,57,57,57,57,57,57,57,1,1,11,48,33,34,37,57,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5405405405405406,1.0163823262104834,5.181818181818182,11.320937963068095,1.6764705882352942,1.1990043403589679
48117c1e2b56cfc8739f83683e01d9b2aoc66,0.0,24,24,24,24,24,24,24,1,1,1,18,8,16,5,24,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.8,7.395944834840238,24.0,0.0,1.5,0.816496580927726
6086425310e05e77a53317490e8c1f3cxzf2r,0.0,373,373,373,373,373,373,373,1,1,16,156,167,146,19,373,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.63157894736842,30.726771762161682,23.3125,86.58846632202236,2.5547945205479454,2.9781522202772264
3073231f45ca50ad6830d4dc7261f283iwjjm,0.0,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,2.0,0.0
9baf61c813f1d4a09e3c70f6dc741f34voe3n,0.0,5,5,5,5,5,5,5,1,1,3,5,1,4,3,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6666666666666667,0.5773502691896257,1.6666666666666667,1.1547005383792517,1.25,0.5
024cf43497fd7381df6254888670f84bwbbam,0.0,3,3,3,3,3,3,3,1,1,2,3,1,3,2,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.7071067811865476,1.5,0.7071067811865476,1.0,0.0
75c4518eba20c9299a3a836d9905c327w6j8b,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
47e0637718480102d235233c83661a7850foh,0.0,6,6,6,6,6,6,6,1,1,5,5,5,5,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,1.2,0.4472135954999579,1.2,0.4472135954999579
12d6239a92972a35bc990225b3ab33466znm8,0.0,3,3,3,3,3,3,3,1,1,2,2,3,2,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476
d65efaa8129a85f85bf909e5abde8c3628gfv,0.0,10272,10272,10272,10272,10272,10272,10272,1,1,96,5461,3305,719,616,10272,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.675324675324674,43.38459253943865,107.0,581.9812621327977,14.286509040333797,54.554322153715425
226017dcd6506ce20886540ff734210d8hib1,0.0,39,40,40,40,40,40,40,1,1,14,31,9,24,13,40,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.076923076923077,6.6012819267868785,2.7857142857142856,3.3323258550741413,1.6666666666666667,1.493949148388597
5960fc711b544e2617d0f76360b69e2afds2b,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
3b233dc399f175100fb11ff9c66fa5b074z60,0.0,2332,2332,2332,2332,2332,2332,2332,1,1,46,1739,991,320,131,2332,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.801526717557252,46.55822159029705,50.69565217391305,239.59919027550225,7.2875,24.500371054704075
ae94687eaad6b410713db9106c42566axgn9n,0.0,3,3,3,3,3,3,3,1,1,1,3,1,1,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.0,3.0,0.0
15972a431aed117840dfce5556242366c3fwq,1.0,340,340,340,340,340,340,340,1,1,9,41,36,17,51,340,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6.666666666666667,7.493107944415766,37.77777777777778,40.01492777007656,20.0,42.648270773854364
367edc726ba8e667973844395493559dtf2o3,0.0,440,443,443,443,443,443,443,1,1,53,368,244,176,160,443,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.76875,8.247143111214665,8.30188679245283,27.500059374523595,2.5170454545454546,4.093164241328898
d5f997729fd5a0aa13307e027804de515jziv,0.0,800,828,828,828,828,828,828,1,1,46,642,176,191,114,828,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.2631578947368425,30.28742916063841,17.391304347826086,43.402241755144175,4.335078534031414,6.560870839912227
5b25a86acea5ff395bbd62399bb5cc9bb7h6i,0.0,17,17,17,17,17,17,17,1,1,3,7,4,5,7,17,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.4285714285714284,2.0701966780270626,5.666666666666667,7.234178138070234,3.4,3.209361307176242
fc8e62e5fb69ba67265a3d0e3403aa3fr8c2q,0.0,1417,1417,1417,1417,1417,1417,1417,1,1,79,786,932,338,166,1417,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.536144578313253,19.834662517089846,17.936708860759495,43.799175080673415,4.1923076923076925,8.49620267770566
8c2bdb9dd878a811701838002627a056be0ce,0.0,2073,2073,2073,2073,2073,2073,2073,1,1,21,1100,229,255,111,2073,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.675675675675677,42.195467693313844,98.71428571428571,376.359421677888,8.129411764705882,18.51013017090792
36b84c776aea2e008180dbc72393ed750zsbr,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
9653f425ed82418570fbca890f7032b16sjjd,0.0,310,310,310,310,310,310,310,1,1,42,237,129,132,166,310,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8674698795180722,2.2034192950948643,7.380952380952381,17.620598230414235,2.3484848484848486,2.690057601712653
3edae72a9d44c43524c0203ce38581d1790xh,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
efc61ad6db17265a4bac85f77b154ef414tpp,1.0,4,4,4,4,4,4,4,1,1,2,3,1,3,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.4142135623730951,2.0,1.4142135623730951,1.3333333333333333,0.5773502691896257
a9229b83f54a5f44a69e65b9b3aa7aa26qcon,0.0,8,8,8,8,8,8,8,1,1,4,7,2,5,7,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1428571428571428,0.37796447300922725,2.0,1.4142135623730951,1.6,1.3416407864998738
dc52611b1a2c84c0949da5af9870d57fj6ab0,0.0,6,6,6,6,6,6,6,1,1,3,5,3,3,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,2.0,1.7320508075688772,2.0,1.7320508075688772
671fb1e314a1f480ba9ad9b5a1cf6a91w1k2f,0.0,88,88,88,88,88,88,88,1,1,23,78,59,55,38,88,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3157894736842106,2.255387102363544,3.8260869565217392,4.559228143537252,1.6,2.241031508529549
5106dcca581b63cf2226110a9048ee4846sxb,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
b27db6c048fa41b496dfd3423226bb0923yfv,0.0,5,5,5,5,5,5,5,1,1,3,4,4,4,2,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,2.1213203435596424,1.6666666666666667,0.5773502691896257,1.25,0.5
91d9b706f63537c5fc0027c50b0e3b06qpdgz,0.0,36,36,36,36,36,36,36,1,1,2,33,1,2,4,36,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,8.286535263104035,18.0,19.79898987322333,18.0,19.79898987322333
2e3b450b727fe3e888c85d52251fd33ffoi4b,0.0,54,54,54,54,54,54,54,1,1,3,42,37,17,41,54,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3170731707317074,0.6098780365878045,18.0,29.444863728670914,3.176470588235294,4.952717614068652
ca76df527977e5168e1b3352cfab2ed9htipb,0.0,6,6,6,6,6,6,6,1,1,2,4,4,4,6,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,1.4142135623730951,1.5,0.5773502691896257
8d43ad48f315364be4d979d2e9d5ee67quqyi,0.0,31,31,31,31,31,31,31,1,1,5,7,5,7,10,31,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,4.72463990397387,6.2,10.545141061171254,4.428571428571429,9.071147352221452
68f092336430866db606f137c57c87e0hw7aq,0.0,1118,1121,1121,1121,1121,1121,1121,1,1,50,920,93,238,204,1121,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.495098039215686,14.47113571755367,22.36,109.3820788962866,4.7100840336134455,10.62418938050847
acf06eabed56f179cf32ab60b6b076820ajls,0.0,12,12,12,12,12,12,12,1,1,4,12,3,2,5,12,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4,2.073644135332772,3.0,2.160246899469287,6.0,4.242640687119285
22fb740f267ac617118261b2fd3365batisfg,0.0,63,63,63,63,63,63,63,1,1,7,50,35,36,16,63,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9375,4.850687236533259,9.0,18.12916618784953,1.75,1.7948338562186115
7264bde42ef4fe3fa19cc7c6d64696cf7pqtd,0.0,26309,26332,26332,26332,26332,26332,26332,1,1,84,18036,3081,791,357,26332,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73.75910364145658,1159.1599186854376,313.20238095238096,2581.0413037300514,33.289506953223764,196.22613118706477
961ab8cb7952191816db53f8a11a35fe1zecm,0.0,44,44,44,44,44,44,44,1,1,10,37,36,25,14,44,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.142857142857143,4.928053803045811,4.4,8.669230390037834,1.76,1.3316656236958786
99fc8ed25265e58bc94d9d95180badf4t2e3i,0.0,299,303,303,303,303,303,303,1,1,17,273,30,126,51,303,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.9411764705882355,32.58184265182426,17.58823529411765,53.03072084123671,2.4047619047619047,4.116656063221357
74ecf5f9adfa4dcca4dcf020209db81arynmk,0.0,5,5,5,5,5,5,5,1,1,4,5,2,4,4,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,0.5,1.25,0.5,1.25,0.5
3d9910a238a0f282ad3132dd6fc981c8tv3tg,1.0,923,923,923,923,923,923,923,1,1,1,915,1,124,55,923,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.78181818181818,19.28892496389123,923.0,0.0,7.443548387096774,5.07713256784386
f90f13ddfc0f98cbe3c2346a2e30093cq6zo0,0.0,5,5,5,5,5,5,5,1,1,2,3,2,3,4,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.25,0.5,2.5,2.1213203435596424,1.6666666666666667,1.1547005383792517
10383b390780e7b4b03dc32c94b4973f66wou,0.0,5,5,5,5,5,5,5,1,1,3,4,3,3,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257
fae963b2adbefc663692d7feddb50d5dxz1hn,0.0,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,2.0,0.0,1.0,0.0
19353c42feb91a216885fe012efdfb11s2iu8,0.0,7,7,7,7,7,7,7,1,1,1,6,5,5,4,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.75,0.9574271077563381,7.0,0.0,1.4,0.5477225575051661
fdd836950d203286832a21b930b9f6b58ch7s,0.0,456,456,456,456,456,456,456,1,1,26,292,140,119,135,456,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3777777777777778,3.481007459820129,17.53846153846154,62.17474134677568,3.831932773109244,7.784512359384389
20ebb9de648c6df989f04d07cf273c7b3yu8c,0.0,2523,2523,2523,2523,2523,2523,2523,1,1,1,1,1,1,30,2523,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.1,95.89518343950623,2523.0,0.0,2523.0,0.0
17eeec8676ad56bfead1a9406277f41cnev3n,0.0,5677,5677,5677,5677,5677,5677,5677,1,1,70,3300,1236,452,524,5677,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.833969465648854,17.26425785046011,81.1,498.141594153798,12.559734513274336,43.465698359211515
2c72df02de4b36acf72ba549630808612ol08,0.0,7,7,7,7,7,7,7,1,1,3,4,4,4,4,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.75,0.9574271077563381,2.3333333333333335,0.5773502691896258,1.75,0.9574271077563381
6cd1bd77bbf2af6a2c6e535192af628by3h22,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
dd661e2d6e79a5b3e66c82373d50f3ee86k85,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
db83d746ba8e0c388805fa3fcb235743vfqmw,0.0,81,81,81,81,81,81,81,1,1,1,81,1,1,11,81,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.363636363636363,2.5796405669289384,81.0,0.0,81.0,0.0
8e2a43abb8fcd8ef9801c69fc04bfcb5kyc41,0.0,78,78,78,78,78,78,78,1,1,3,13,25,24,12,78,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.5,7.192167456843085,26.0,43.30127018922193,3.25,4.245201895132289
090c77ac89c7063f0d0ce064ce3cb3afllf5h,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
01c5692d487454cdbe731df330bef608f48zz,0.0,82,82,82,82,82,82,82,1,1,5,44,28,41,19,82,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.315789473684211,3.902316001484067,16.4,33.87919715695754,2.0,3.3466401061363023
3be127c56b2de21dfcf2836f20afe249hqkxy,0.0,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.0,3.0,0.0
8126928a319468b6da5edce4097d2398xwita,0.0,87,88,88,88,88,88,88,1,1,10,81,4,46,3,88,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.333333333333332,49.07477288111819,8.7,20.918094240792264,1.9130434782608696,1.6842550210242544
520b616c26fc47935f6bcd5ec063eaa7w15t8,0.0,4,4,4,4,4,4,4,1,1,4,4,3,3,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.3333333333333333,0.5773502691896257
f80075873f7183a03b1b10ac3f740032v6w99,0.0,493,493,493,493,493,493,493,1,1,57,356,47,165,97,493,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.082474226804123,16.644988048892266,8.649122807017545,21.793258482572558,2.987878787878788,5.973506425007698
85155ae64ccbde01b48fbf4b3f1b739exmqyu,0.0,15,15,15,15,15,15,15,1,1,2,14,9,6,6,15,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,1.8708286933869707,7.5,3.5355339059327378,2.5,1.51657508881031
